id,id_cliente,producto,cantidad,precio,fecha,region,canal,descuento_pct,costo_unitario
3063,7510,B,2,466.08,2023-08-13,Este,Distribuidor,12.2,243.69
3064,6858,C,3,413.35,2023-04-24,Oeste,Mayorista,14.0,218.97
3065,3788,D,2,422.62,2023-06-11,Centro,Tienda,13.2,213.5
3066,7823,A,0,346.39,2023-03-21,Este,Tienda,13.9,180.93
3067,2804,A,12,281.17,2023-03-27,Este,Online,3.5,117.12
3068,1875,B,5,479.66,2023-01-18,Norte,Online,8.4,157.6
3069,408,B,18,317.93,2023-03-18,Centro,Online,6.9,189.67
3070,9781,B,15,366.72,2023-08-03,Sur,Online,2.2,138.74
3071,3635,A,1,334.17,2023-03-20,Sur,Online,8.1,143.4
3072,1965,A,0,75.02,2023-07-19,Sur,Online,4.1,37.01
3073,4970,A,12,372.48,2023-01-12,Oeste,Mayorista,12.0,199.95
3074,8390,C,5,254.35,2023-08-21,Oeste,Tienda,9.5,174.51
3075,9698,D,5,12.73,2023-07-25,Centro,Tienda,12.4,8.0
3076,5166,B,17,28.2,2023-01-09,Sur,Distribuidor,10.8,19.7
3077,2170,E,5,231.31,2023-09-09,Sur,Mayorista,3.2,118.04
3078,8025,D,7,148.34,2023-05-17,Norte,Tienda,11.2,67.32
3079,4369,E,1,377.94,2023-06-26,Oeste,Mayorista,3.0,211.38
3080,6740,E,10,395.86,2023-04-27,Norte,Online,14.8,200.85
3081,8713,D,5,445.22,2023-11-08,Norte,Distribuidor,9.5,189.9
3082,4986,C,7,171.88,2023-12-10,Centro,Mayorista,4.1,66.5
3083,2223,A,12,120.5,2023-08-02,Sur,Mayorista,2.7,37.7
3084,9046,B,14,38.47,2023-12-17,Sur,Mayorista,9.2,16.67
3085,247,C,4,129.64,2023-03-16,Norte,Mayorista,2.5,74.29
3086,3306,E,16,261.58,2023-01-07,Oeste,Distribuidor,10.9,104.49
3087,10361,D,15,348.08,2023-04-27,Centro,Mayorista,4.4,110.25
3088,2805,B,0,409.25,2023-12-29,Oeste,Distribuidor,8.4,213.95
3089,6858,B,3,294.56,2023-09-02,Norte,Mayorista,7.3,172.21
3090,7913,B,0,99.34,2023-09-23,Sur,Tienda,0.8,56.43
3091,3571,A,2,295.86,2023-02-01,Centro,Tienda,0.8,201.21
3092,9161,A,3,443.65,2023-04-12,Centro,Distribuidor,7.7,192.41
3093,4757,E,16,57.03,2023-03-24,Oeste,Mayorista,4.3,18.37
3094,1287,B,12,437.03,2024-01-12,Este,Online,8.9,292.36
3095,6007,E,7,187.31,2023-09-04,Norte,Distribuidor,14.3,62.88
3096,4958,A,5,83.67,2023-07-04,Centro,Online,14.2,48.82
3097,3716,E,11,237.41,2023-09-04,Este,Mayorista,3.8,129.15
3098,3514,C,4,94.88,2023-07-20,Oeste,Tienda,4.7,35.35
3099,4200,B,4,257.78,2023-01-13,Centro,Tienda,0.2,154.24
3100,3667,A,3,392.14,2023-02-04,Oeste,Tienda,9.1,231.73
3101,7058,C,1,232.28,2024-01-04,Sur,Tienda,2.4,79.84
3102,10093,A,11,111.61,2023-09-15,Norte,Mayorista,4.0,41.29
3103,3614,C,15,388.39,2023-02-08,Este,Tienda,14.4,234.36
3104,2016,B,8,376.32,2023-12-17,Centro,Tienda,5.4,211.96
3105,7236,E,7,368.26,2024-01-12,Centro,Tienda,4.9,178.87
3106,10412,C,3,291.46,2023-12-04,Este,Distribuidor,2.2,170.91
3107,6339,A,20,277.31,2023-09-25,Norte,Distribuidor,1.9,144.79
3108,6356,D,6,61.97,2023-03-14,Este,Online,9.5,35.04
3109,9425,B,20,46.9,2023-12-26,Centro,Mayorista,8.5,16.92
3110,5907,A,8,439.17,2023-06-21,Este,Mayorista,11.7,199.53
3111,2296,D,5,47.95,2023-01-11,Norte,Distribuidor,11.6,33.11
3112,2278,A,13,217.49,2023-01-22,Centro,Mayorista,4.5,106.3
3113,623,E,15,321.59,2023-09-18,Centro,Distribuidor,10.3,116.7
3114,6777,B,9,251.67,2023-04-29,Sur,Mayorista,12.3,153.39
3115,5248,E,17,380.37,2023-01-30,Este,Distribuidor,10.4,168.3
3116,5809,E,10,499.44,2023-01-16,Sur,Tienda,11.8,193.95
3117,5491,B,2,402.36,2023-02-07,Sur,Mayorista,12.7,131.44
3118,8296,C,15,170.32,2023-02-08,Oeste,Mayorista,3.5,106.33
3119,1043,D,5,305.19,2023-03-07,Norte,Distribuidor,11.6,200.37
3120,1713,B,14,152.78,2023-08-07,Este,Mayorista,2.8,102.07
3121,6952,A,0,369.99,2023-10-19,Este,Distribuidor,13.5,126.21
3122,6943,A,3,5.24,2023-09-06,Este,Mayorista,13.6,2.32
3123,10475,A,12,421.27,2023-11-27,Este,Tienda,13.9,187.24
3124,1820,E,20,50.73,2023-01-10,Sur,Tienda,6.0,17.57
3125,4843,C,1,241.82,2023-08-26,Centro,Distribuidor,14.4,78.42
3126,10269,A,6,233.49,2023-02-15,Centro,Mayorista,9.6,154.91
3127,7471,B,1,43.14,2023-08-03,Oeste,Distribuidor,13.8,13.1
3128,3438,E,15,80.21,2023-09-26,Centro,Tienda,11.4,42.8
3129,5516,D,1,217.2,2023-10-20,Este,Mayorista,9.7,127.48
3130,9310,B,10,406.56,2024-01-21,Este,Online,7.1,172.97
3131,965,D,3,305.86,2023-11-23,Norte,Mayorista,3.0,168.33
3132,6411,A,7,131.87,2023-07-15,Sur,Online,0.2,40.94
3133,4065,C,9,8.17,2024-02-02,Sur,Tienda,7.9,2.97
3134,5121,D,19,6.65,2023-09-20,Centro,Online,1.0,2.77
3135,6651,D,16,103.03,2023-09-11,Oeste,Mayorista,13.7,41.84
3136,1080,A,4,330.7,2023-11-01,Norte,Distribuidor,11.5,149.75
3137,2362,E,15,314.68,2023-10-27,Este,Online,13.6,146.35
3138,63,A,0,102.29,2024-01-22,Sur,Tienda,2.4,66.4
3139,5480,E,11,158.19,2023-06-09,Sur,Online,11.6,91.64
3140,1666,A,3,59.54,2023-06-21,Centro,Distribuidor,13.1,39.31
3141,1405,C,8,97.32,2023-03-19,Sur,Distribuidor,0.1,34.73
3142,6803,B,5,247.53,2023-11-02,Norte,Distribuidor,1.6,98.97
3143,3059,C,19,31.0,2023-06-19,Este,Tienda,9.3,12.77
3144,6175,E,20,359.49,2023-08-02,Centro,Tienda,4.2,115.81
3145,454,C,13,199.15,2023-07-23,Centro,Online,0.3,61.9
3146,10386,E,7,306.1,2023-12-12,Oeste,Mayorista,9.6,142.66
3147,7362,B,2,195.31,2023-05-17,Sur,Online,3.5,134.23
3148,4427,C,0,121.5,2023-09-01,Norte,Mayorista,2.6,42.92
3149,188,E,6,176.67,2023-07-02,Este,Tienda,4.4,114.68
3150,6968,A,20,498.31,2023-02-10,Sur,Mayorista,2.2,332.88
3151,6741,D,19,322.68,2023-03-30,Sur,Online,9.5,192.88
3152,6854,B,2,75.54,2023-08-28,Oeste,Online,7.1,52.66
3153,9851,C,11,7.15,2023-11-04,Norte,Mayorista,9.9,2.74
3154,246,C,8,112.16,2023-07-29,Centro,Mayorista,3.2,74.7
3155,4623,B,16,468.43,2023-01-25,Centro,Distribuidor,11.6,261.55
3156,8231,D,4,41.84,2023-09-20,Centro,Tienda,13.4,13.69
3157,2941,E,19,77.75,2023-06-30,Norte,Tienda,12.7,36.38
3158,9935,B,9,379.71,2023-01-14,Este,Online,13.5,238.41
3159,613,D,10,213.88,2023-02-22,Sur,Distribuidor,5.3,81.91
3160,4729,E,20,255.45,2024-01-31,Norte,Tienda,2.9,121.33
3161,922,E,9,410.49,2023-05-31,Oeste,Mayorista,10.7,264.5
3162,2121,C,5,64.44,2023-05-15,Centro,Online,6.8,33.76
3163,9627,C,9,280.51,2023-08-23,Oeste,Online,2.5,131.95
3164,5838,D,9,430.63,2023-11-23,Norte,Distribuidor,10.3,149.12
3165,7003,E,20,407.69,2023-12-22,Centro,Mayorista,9.4,179.66
3166,750,A,7,134.8,2023-11-26,Centro,Distribuidor,4.5,43.47
3167,4049,E,20,470.21,2023-07-04,Centro,Tienda,7.2,141.34
3168,687,A,9,314.04,2023-08-28,Sur,Online,8.5,155.46
3169,5351,E,0,499.18,2023-01-04,Centro,Online,10.0,347.12
3170,8533,B,16,211.6,2023-12-08,Centro,Mayorista,8.6,136.86
3171,6285,D,12,311.37,2024-01-04,Oeste,Online,8.8,177.82
3172,9416,A,18,29.72,2023-09-14,Norte,Distribuidor,3.5,10.82
3173,1552,C,20,261.95,2023-03-05,Este,Tienda,9.2,151.07
3174,4550,D,16,449.81,2023-01-17,Oeste,Tienda,6.8,267.07
3175,5125,D,0,148.69,2023-11-23,Este,Distribuidor,7.5,70.02
3176,435,D,15,150.92,2023-12-24,Centro,Tienda,11.7,48.76
3177,10323,C,17,99.07,2023-10-23,Oeste,Distribuidor,14.0,52.65
3178,1482,A,5,128.73,2023-03-02,Oeste,Tienda,11.1,68.53
3179,4811,D,18,197.67,2023-02-24,Este,Distribuidor,8.7,95.36
3180,9269,E,16,103.38,2023-03-12,Oeste,Mayorista,7.9,40.36
3181,4053,E,4,367.09,2023-12-08,Este,Mayorista,9.5,202.93
3182,481,C,9,178.03,2023-04-29,Norte,Mayorista,2.0,61.16
3183,3947,D,13,410.84,2023-06-28,Norte,Mayorista,0.4,188.59
3184,4280,E,18,27.28,2023-02-16,Oeste,Distribuidor,13.6,17.2
3185,10463,D,5,112.8,2023-03-22,Norte,Tienda,0.3,64.1
3186,8844,C,19,171.76,2023-09-01,Sur,Tienda,12.6,77.01
3187,5262,E,3,334.02,2023-09-28,Sur,Distribuidor,10.5,128.78
3188,456,D,20,270.2,2023-03-14,Oeste,Tienda,14.1,133.07
3189,1454,A,4,67.08,2023-06-08,Este,Tienda,5.0,34.68
3190,2234,A,20,423.62,2023-08-30,Sur,Distribuidor,10.2,227.88
3191,10201,E,9,319.44,2023-12-21,Centro,Mayorista,12.9,176.26
3192,1973,E,19,358.07,2023-10-23,Sur,Distribuidor,6.4,235.15
3193,9440,D,20,118.03,2023-08-19,Este,Tienda,7.6,55.02
3194,6714,A,1,496.69,2023-03-26,Sur,Mayorista,11.3,329.83
3195,8041,E,9,17.32,2023-04-09,Este,Mayorista,3.2,6.01
3196,6371,E,19,34.3,2023-09-09,Oeste,Distribuidor,8.9,13.62
3197,6864,A,19,364.72,2023-11-04,Este,Online,0.7,233.06
3198,5050,C,7,191.23,2023-09-09,Oeste,Distribuidor,3.9,83.9
3199,4909,B,13,378.85,2023-11-17,Sur,Mayorista,10.2,255.09
3200,2015,B,2,308.12,2023-10-11,Norte,Online,8.7,129.86
3201,9426,A,4,132.95,2023-08-16,Este,Tienda,1.0,59.01
3202,7504,D,11,87.13,2023-06-10,Sur,Online,6.8,28.88
3203,2265,E,20,375.66,2023-01-10,Oeste,Mayorista,14.7,210.97
3204,9350,A,14,495.08,2023-09-20,Sur,Online,13.4,252.99
3205,8640,D,18,9.57,2023-05-01,Sur,Online,14.9,4.72
3206,10101,A,19,320.68,2023-12-17,Oeste,Online,3.0,222.78
3207,5540,E,17,484.76,2023-02-24,Este,Tienda,2.9,261.0
3208,9923,A,15,88.91,2023-12-27,Norte,Tienda,2.7,56.72
3209,9474,A,14,391.95,2023-05-18,Sur,Tienda,3.1,173.23
3210,6079,E,6,36.28,2023-09-20,Centro,Online,2.7,19.74
3211,9987,A,3,223.9,2023-07-09,Oeste,Mayorista,4.0,122.18
3212,1273,A,17,62.26,2023-11-12,Centro,Tienda,6.1,39.06
3213,150,E,17,363.43,2023-10-09,Centro,Tienda,10.7,131.61
3214,1825,A,15,153.29,2023-05-17,Sur,Mayorista,14.6,52.57
3215,1479,C,20,172.82,2023-01-15,Sur,Online,14.0,94.2
3216,6960,A,1,420.7,2023-08-24,Norte,Mayorista,4.7,129.03
3217,7020,D,15,438.43,2023-02-12,Centro,Distribuidor,8.8,203.49
3218,3263,D,14,34.46,2023-08-05,Sur,Distribuidor,0.8,19.61
3219,10205,C,15,77.13,2023-07-09,Sur,Distribuidor,9.0,46.42
3220,6578,E,13,310.92,2023-03-26,Oeste,Tienda,10.6,168.36
3221,9186,C,0,411.68,2023-03-02,Oeste,Mayorista,8.3,234.3
3222,3581,C,7,25.67,2023-01-27,Norte,Online,6.7,11.74
3223,554,C,16,93.95,2023-06-17,Norte,Online,8.3,65.3
3224,7193,A,2,389.96,2023-08-03,Centro,Distribuidor,2.9,128.59
3225,7670,B,14,127.57,2023-05-08,Norte,Tienda,13.9,44.4
3226,498,E,11,313.47,2023-08-26,Este,Tienda,3.7,107.71
3227,165,A,7,421.92,2023-10-06,Norte,Distribuidor,3.0,175.34
3228,1875,A,10,45.99,2023-03-10,Oeste,Online,14.3,28.56
3229,5415,B,14,325.29,2023-08-10,Norte,Mayorista,8.0,137.84
3230,3972,B,3,452.54,2023-09-12,Sur,Mayorista,8.4,280.42
3231,2402,E,9,148.6,2023-03-20,Sur,Tienda,12.9,74.87
3232,7339,B,5,193.45,2023-07-17,Sur,Online,8.6,89.75
3233,1728,A,10,392.04,2023-03-15,Este,Mayorista,14.1,257.19
3234,2895,E,12,171.64,2023-08-17,Norte,Tienda,5.9,108.35
3235,5734,B,15,427.47,2023-10-24,Centro,Online,0.6,187.3
3236,1532,E,5,123.46,2023-04-02,Centro,Tienda,2.7,41.17
3237,4648,D,20,119.81,2023-11-14,Este,Tienda,0.9,55.62
3238,4343,D,2,41.86,2023-01-18,Sur,Tienda,12.9,25.02
3239,1033,B,3,88.58,2023-07-01,Centro,Mayorista,11.8,43.97
3240,2504,C,14,122.03,2023-09-21,Este,Online,11.4,56.56
3241,8290,B,4,12.68,2023-06-22,Norte,Tienda,3.3,7.16
3242,7654,A,17,354.61,2023-04-21,Oeste,Mayorista,2.7,223.45
3243,4988,D,10,394.86,2023-01-12,Centro,Mayorista,2.0,137.8
3244,4356,C,0,204.74,2023-11-15,Centro,Online,6.1,70.46
3245,4886,D,15,415.85,2023-12-09,Norte,Mayorista,8.6,168.94
3246,4835,A,1,11.48,2023-04-29,Oeste,Tienda,12.5,4.85
3247,6076,C,10,229.96,2023-12-26,Este,Online,3.3,103.04
3248,8399,E,4,302.96,2023-06-11,Este,Tienda,5.3,135.09
3249,2409,A,3,143.77,2023-09-23,Oeste,Tienda,4.9,43.73
3250,10025,E,5,284.22,2023-12-17,Sur,Mayorista,6.1,104.35
3251,7384,E,9,83.99,2023-04-25,Este,Mayorista,11.9,49.26
3252,9706,D,5,161.78,2023-04-17,Este,Mayorista,12.2,102.09
3253,130,A,7,28.75,2023-11-08,Oeste,Online,8.9,12.98
3254,7488,E,5,388.78,2023-07-23,Oeste,Tienda,8.6,137.91
3255,8389,C,0,167.18,2023-01-22,Oeste,Online,0.8,92.87
3256,3588,A,3,400.16,2023-03-19,Sur,Tienda,1.6,226.18
3257,836,B,2,372.33,2023-03-13,Oeste,Online,3.7,191.89
3258,6715,D,18,259.86,2023-08-07,Oeste,Distribuidor,7.2,178.41
3259,4520,C,3,368.9,2023-12-17,Sur,Tienda,2.7,242.81
3260,1342,B,8,301.87,2023-12-24,Oeste,Tienda,13.7,141.21
3261,906,D,7,137.52,2023-12-26,Este,Mayorista,3.9,82.58
3262,6239,C,8,377.67,2023-03-12,Norte,Tienda,0.2,180.23
3263,10083,C,1,307.17,2023-04-17,Norte,Online,2.6,187.3
3264,10268,A,10,49.37,2023-11-20,Centro,Distribuidor,1.5,19.89
3265,5007,C,13,142.12,2024-01-25,Oeste,Online,8.0,74.43
3266,2483,A,9,74.73,2023-02-03,Este,Mayorista,11.1,40.84
3267,7951,C,20,287.84,2023-11-21,Oeste,Online,4.9,93.48
3268,4411,A,7,59.26,2023-09-19,Centro,Online,13.6,28.29
3269,5853,D,0,23.91,2023-12-04,Centro,Online,1.5,8.99
3270,407,C,0,342.87,2023-01-13,Oeste,Distribuidor,10.7,239.26
3271,8252,A,20,463.44,2024-02-01,Oeste,Tienda,3.0,256.07
3272,535,B,18,440.2,2023-09-05,Este,Tienda,11.6,255.79
3273,1637,D,2,420.67,2023-01-12,Centro,Mayorista,4.2,180.58
3274,7581,B,2,39.64,2023-05-11,Norte,Tienda,2.8,21.34
3275,7141,E,12,63.02,2023-02-20,Centro,Mayorista,3.2,44.03
3276,935,D,0,210.09,2023-07-22,Centro,Distribuidor,7.2,63.56
3277,5314,A,19,355.06,2023-03-08,Oeste,Tienda,7.1,140.98
3278,2591,C,20,201.95,2024-01-01,Oeste,Tienda,0.9,88.4
3279,2110,A,9,253.75,2023-07-29,Centro,Distribuidor,12.0,83.6
3280,8200,C,11,480.64,2023-03-06,Este,Distribuidor,6.9,279.55
3281,8844,C,0,222.07,2024-01-15,Este,Tienda,13.7,104.23
3282,6238,A,2,300.1,2023-07-03,Sur,Mayorista,0.3,166.64
3283,5189,B,9,76.57,2023-08-06,Centro,Distribuidor,9.9,40.92
3284,7063,D,14,287.23,2023-09-22,Oeste,Tienda,0.8,139.86
3285,2863,D,3,254.08,2023-01-07,Este,Tienda,11.5,126.64
3286,6948,C,1,139.08,2023-10-17,Oeste,Tienda,3.2,54.79
3287,1556,A,2,6.39,2023-02-07,Este,Mayorista,7.3,3.55
3288,7883,B,17,31.86,2023-01-07,Oeste,Mayorista,9.2,9.82
3289,2964,D,11,376.37,2023-01-08,Centro,Mayorista,13.8,251.53
3290,403,A,6,64.06,2023-03-19,Sur,Online,8.6,35.59
3291,5694,C,7,139.31,2023-08-19,Norte,Online,12.8,84.41
3292,4267,D,8,482.51,2023-03-24,Oeste,Tienda,2.0,166.23
3293,6390,D,10,455.43,2023-04-29,Este,Tienda,4.8,307.75
3294,9292,D,12,193.13,2023-02-01,Oeste,Distribuidor,6.2,95.4
3295,2409,D,9,139.86,2023-11-25,Centro,Online,3.9,60.25
3296,9713,C,3,230.6,2023-09-08,Centro,Tienda,0.4,146.87
3297,3802,E,20,78.25,2023-08-30,Sur,Distribuidor,0.8,53.39
3298,3799,A,1,485.34,2023-08-13,Centro,Online,12.3,163.17
3299,671,B,19,309.36,2023-09-13,Centro,Online,13.3,183.88
3300,3824,E,10,93.94,2024-01-05,Oeste,Online,13.4,40.14
3301,1238,A,2,216.25,2023-07-16,Este,Tienda,4.7,72.99
3302,8441,B,5,79.2,2023-08-01,Sur,Online,5.7,34.51
3303,8979,E,8,118.57,2023-11-11,Oeste,Tienda,5.0,82.19
3304,4958,C,4,275.68,2023-03-16,Oeste,Distribuidor,10.2,91.12
3305,3159,C,16,401.98,2023-02-16,Este,Distribuidor,8.7,261.54
3306,10043,D,16,152.81,2023-02-09,Centro,Online,8.9,50.78
3307,7650,D,15,269.2,2023-08-03,Norte,Mayorista,3.8,156.53
3308,133,D,20,492.65,2023-02-23,Centro,Distribuidor,0.8,341.41
3309,3521,B,2,209.61,2023-04-05,Norte,Tienda,6.3,93.15
3310,6454,D,7,303.51,2023-06-08,Oeste,Online,12.8,189.34
3311,9717,D,11,276.17,2023-10-06,Este,Online,12.2,162.23
3312,2128,E,19,258.46,2023-06-12,Sur,Mayorista,12.2,162.13
3313,4277,E,3,126.19,2023-05-09,Sur,Distribuidor,13.3,61.14
3314,3810,C,4,202.76,2023-02-24,Este,Online,1.4,137.13
3315,4308,E,0,325.28,2023-01-15,Este,Mayorista,3.3,101.94
3316,600,A,19,89.48,2023-06-01,Oeste,Mayorista,4.4,55.21
3317,7148,A,14,300.63,2023-04-23,Este,Mayorista,1.0,205.24
3318,4584,A,18,489.3,2023-08-31,Sur,Mayorista,7.1,163.52
3319,7408,B,19,60.25,2023-09-08,Sur,Mayorista,1.3,37.97
3320,7974,B,6,271.45,2023-04-30,Sur,Tienda,6.4,118.95
3321,10170,D,14,461.56,2023-02-05,Sur,Mayorista,5.1,268.9
3322,75,B,4,350.47,2023-08-16,Centro,Distribuidor,1.5,173.82
3323,452,E,5,21.79,2023-01-24,Centro,Mayorista,11.7,13.69
3324,5609,B,14,347.02,2023-11-29,Centro,Mayorista,8.2,202.86
3325,9017,A,3,127.33,2023-10-16,Centro,Distribuidor,8.3,56.66
3326,553,D,10,187.33,2023-05-11,Norte,Distribuidor,0.4,81.79
3327,5035,E,4,451.5,2023-01-06,Norte,Mayorista,14.2,280.52
3328,1133,D,5,170.38,2023-06-16,Norte,Distribuidor,10.5,112.82
3329,6767,E,19,89.26,2023-04-01,Sur,Mayorista,0.2,35.5
3330,6409,A,6,163.31,2023-03-08,Sur,Mayorista,8.4,82.89
3331,4351,E,1,81.15,2023-05-16,Norte,Mayorista,4.4,56.1
3332,2565,C,1,489.44,2023-04-06,Este,Mayorista,15.0,244.63
3333,9588,B,14,236.82,2024-01-29,Norte,Online,13.5,151.88
3334,2663,A,2,413.81,2023-11-26,Centro,Tienda,7.7,267.49
3335,2617,E,7,333.73,2023-01-19,Oeste,Mayorista,3.2,222.34
3336,7511,A,19,417.92,2023-04-30,Sur,Tienda,9.9,181.25
3337,2005,C,10,473.75,2023-08-07,Oeste,Online,11.1,225.29
3338,1196,D,4,29.0,2023-08-28,Centro,Distribuidor,10.9,16.01
3339,9933,B,7,489.22,2023-05-29,Oeste,Tienda,5.5,240.02
3340,583,A,4,178.0,2023-02-18,Centro,Online,5.0,104.65
3341,6060,D,6,257.97,2023-12-31,Centro,Online,4.9,84.1
3342,790,C,8,320.78,2023-12-02,Este,Online,5.6,154.49
3343,4189,C,7,220.46,2023-06-05,Sur,Online,11.4,153.69
3344,9025,A,5,100.02,2023-04-11,Norte,Online,10.1,38.41
3345,2057,C,9,392.31,2023-10-08,Este,Tienda,9.6,119.58
3346,5822,C,9,112.31,2023-07-21,Sur,Online,7.5,66.27
3347,9903,A,16,422.55,2023-09-10,Sur,Distribuidor,2.6,257.45
3348,3235,B,14,134.88,2023-12-16,Norte,Mayorista,13.0,69.19
3349,4316,D,15,146.98,2023-03-16,Centro,Online,5.0,65.7
3350,9898,C,17,157.13,2023-10-14,Sur,Distribuidor,5.2,71.47
3351,6036,D,15,299.71,2024-01-31,Centro,Mayorista,14.3,205.63
3352,404,A,14,6.53,2023-01-28,Oeste,Online,3.3,3.96
3353,1796,A,6,200.16,2023-09-16,Sur,Mayorista,11.2,124.31
3354,4532,C,12,418.72,2023-10-25,Este,Distribuidor,13.2,189.83
3355,5472,A,13,203.97,2023-04-05,Norte,Distribuidor,6.4,72.74
3356,5122,A,7,44.36,2023-10-25,Oeste,Tienda,12.8,15.81
3357,3699,C,16,149.82,2023-09-04,Centro,Mayorista,14.9,62.83
3358,9122,B,9,148.01,2023-08-12,Este,Mayorista,8.7,63.33
3359,7209,D,11,467.54,2023-06-29,Este,Mayorista,1.2,236.06
3360,5033,C,3,139.37,2023-12-08,Norte,Online,2.1,82.54
3361,5395,C,17,38.29,2023-12-06,Centro,Distribuidor,14.1,19.37
3362,1226,C,10,193.11,2023-01-03,Centro,Tienda,4.7,62.69
3363,8589,E,19,223.4,2023-03-02,Este,Distribuidor,4.2,134.5
3364,490,D,16,34.64,2024-01-31,Centro,Tienda,7.9,10.58
3365,2542,E,15,191.56,2023-03-15,Sur,Mayorista,8.6,113.67
3366,9871,C,7,389.83,2023-03-09,Oeste,Mayorista,13.6,187.07
3367,8258,B,10,151.34,2023-03-26,Centro,Tienda,5.6,50.09
3368,6654,C,20,96.92,2023-11-11,Centro,Online,11.1,34.49
3369,9852,A,4,161.24,2023-05-20,Sur,Tienda,1.4,52.08
3370,2282,D,7,417.09,2023-07-09,Centro,Distribuidor,10.4,155.67
3371,9366,D,9,470.26,2023-11-18,Centro,Mayorista,7.6,319.3
3372,7495,C,0,208.31,2023-01-09,Este,Distribuidor,5.5,125.99
3373,9430,E,6,238.4,2023-03-25,Centro,Tienda,8.0,145.0
3374,1754,C,1,312.72,2023-05-24,Centro,Mayorista,6.2,138.59
3375,2827,E,2,292.33,2023-10-27,Sur,Mayorista,7.8,130.41
3376,3233,E,12,29.97,2023-03-12,Norte,Mayorista,3.8,10.62
3377,388,C,8,74.99,2023-03-06,Norte,Tienda,7.3,29.35
3378,8244,B,12,144.38,2024-01-11,Oeste,Mayorista,3.7,89.55
3379,6737,E,9,282.02,2023-07-06,Norte,Distribuidor,0.3,111.64
3380,4955,B,5,73.83,2023-06-16,Este,Tienda,4.1,51.4
3381,416,A,3,188.88,2023-12-05,Oeste,Online,0.5,123.41
3382,539,A,3,80.61,2023-01-27,Este,Tienda,2.2,35.85
3383,8290,C,1,454.64,2023-11-02,Oeste,Tienda,2.0,165.77
3384,728,A,0,312.79,2023-02-23,Centro,Mayorista,5.0,143.22
3385,8026,D,4,74.15,2023-01-21,Sur,Distribuidor,14.1,26.08
3386,9241,E,14,67.93,2023-09-09,Oeste,Tienda,3.8,25.33
3387,1798,A,6,268.79,2023-03-01,Norte,Tienda,7.7,182.83
3388,9555,C,4,417.57,2023-05-14,Norte,Tienda,11.2,160.55
3389,1838,E,17,386.6,2023-11-26,Centro,Online,4.2,164.88
3390,6297,E,9,475.67,2023-06-03,Oeste,Distribuidor,9.3,216.24
3391,9504,D,2,318.22,2023-11-30,Norte,Distribuidor,10.4,128.33
3392,6259,B,20,199.52,2023-04-05,Oeste,Distribuidor,3.3,116.25
3393,1320,E,4,258.89,2023-08-14,Centro,Distribuidor,5.7,149.95
3394,2449,C,16,149.92,2023-09-17,Este,Tienda,5.9,98.23
3395,6982,C,14,115.35,2023-06-01,Centro,Mayorista,5.0,48.43
3396,5671,D,3,493.91,2023-10-02,Sur,Online,1.8,200.58
3397,1873,D,9,336.38,2023-04-02,Sur,Tienda,13.0,122.07
3398,811,C,10,463.83,2023-05-23,Norte,Online,7.3,194.03
3399,1531,C,5,453.38,2023-04-25,Sur,Tienda,14.4,270.06
3400,8662,A,5,298.34,2024-01-04,Oeste,Tienda,9.7,166.93
3401,6306,A,13,466.95,2023-12-14,Sur,Distribuidor,9.7,217.77
3402,3174,C,16,156.87,2023-03-09,Centro,Mayorista,10.3,56.25
3403,5154,B,0,434.89,2023-12-23,Norte,Online,0.4,169.96
3404,2759,D,19,372.45,2023-09-20,Este,Mayorista,11.6,232.7
3405,5280,A,2,317.53,2023-09-01,Oeste,Tienda,0.2,158.83
3406,897,B,18,163.49,2023-11-06,Norte,Online,0.8,69.44
3407,2013,B,0,191.4,2024-01-18,Norte,Mayorista,8.5,119.01
3408,10263,D,1,380.22,2023-09-20,Sur,Mayorista,0.0,117.06
3409,7523,A,11,336.38,2023-03-08,Norte,Tienda,8.8,226.29
3410,9565,D,20,112.52,2023-12-19,Norte,Mayorista,3.0,62.33
3411,10165,B,11,49.87,2023-10-30,Este,Tienda,10.3,33.03
3412,8405,B,15,419.22,2023-08-28,Este,Online,14.9,227.37
3413,3777,C,14,399.57,2023-08-10,Norte,Online,6.5,151.53
3414,1895,D,18,61.42,2023-11-28,Centro,Mayorista,9.4,40.54
3415,9738,E,14,343.24,2023-01-31,Centro,Mayorista,13.7,170.77
3416,3866,B,13,134.55,2023-07-11,Sur,Tienda,13.5,54.68
3417,2830,B,14,350.58,2023-10-21,Sur,Tienda,10.8,156.77
3418,7578,A,8,483.99,2023-12-11,Sur,Distribuidor,0.3,273.13
3419,4080,A,18,239.95,2023-06-21,Este,Online,4.8,93.01
3420,1361,B,0,240.7,2023-09-10,Oeste,Distribuidor,14.7,81.67
3421,10313,E,14,428.02,2023-10-15,Oeste,Online,8.1,206.12
3422,2532,A,10,384.73,2023-01-25,Sur,Tienda,11.1,258.96
3423,6113,B,16,435.88,2023-08-11,Oeste,Online,4.8,238.46
3424,8035,B,6,60.81,2024-02-03,Sur,Mayorista,3.0,21.83
3425,5597,B,11,171.62,2023-03-21,Sur,Online,14.1,74.72
3426,1302,A,11,481.12,2023-10-06,Este,Tienda,9.8,329.69
3427,9290,B,4,243.8,2023-09-18,Norte,Tienda,11.0,129.61
3428,9143,A,14,348.66,2023-09-22,Centro,Mayorista,0.7,232.47
