id_x,id_cliente,producto,cantidad,precio,fecha,region,canal,costo_unitario,total,margen,id_y,nombre,ciudad,segmento
1221,5058,A,4,137.27,2023-04-18,Oeste,Mayorista,81.35,549.08,223.68000000000006,5058,Cliente_5058,Madrid,BÃ¡sico
1222,7792,A,19,41.28,2023-12-08,Oeste,Distribuidor,23.91,784.32,330.03000000000003,7792,Cliente_7792,Madrid,Premium
1223,10272,A,4,41.65,2023-02-20,Este,Tienda,21.8,166.6,79.39999999999999,,,,
1224,1272,D,13,432.41,2023-06-09,Centro,Online,131.45,5621.33,3912.4800000000005,1272,Cliente_1272,Barcelona,Premium
1225,939,E,7,99.87,2023-05-30,Sur,Distribuidor,59.79,699.09,280.56000000000006,939,Cliente_939,MÃ¡laga,BÃ¡sico
1226,4342,A,15,75.77,2023-08-02,Este,Online,26.6,1136.55,737.55,4342,Cliente_4342,Madrid,Standard
1228,8209,C,18,453.32,2023-03-25,Este,Tienda,251.53,8159.76,3632.22,8209,Cliente_8209,Zaragoza,Premium
1229,5960,D,13,217.32,2023-04-22,Centro,Distribuidor,108.71,2825.16,1411.93,5960,Cliente_5960,Valencia,Standard
1230,1475,D,1,74.03,2023-04-17,Sur,Mayorista,36.84,74.03,37.19,1475,Cliente_1475,Valencia,Standard
1231,10432,E,15,291.24,2023-05-20,Centro,Distribuidor,134.53,4368.6,2350.65,,,,
1232,5833,D,12,212.2,2023-09-11,Oeste,Distribuidor,131.94,2546.3999999999996,963.1199999999999,5833,Cliente_5833,Sevilla,BÃ¡sico
1233,9422,C,7,358.64,2023-12-26,Centro,Tienda,191.4,2510.48,1170.6799999999998,9422,Cliente_9422,Zaragoza,BÃ¡sico
1234,4561,B,6,455.22,2023-06-04,Sur,Online,317.51,2731.32,826.2600000000002,4561,Cliente_4561,Valencia,BÃ¡sico
1235,4192,B,6,372.74,2023-12-14,Este,Mayorista,131.68,2236.44,1446.3600000000001,4192,Cliente_4192,Barcelona,BÃ¡sico
1238,4798,C,1,203.16,2023-11-01,Norte,Online,89.67,203.16,113.49,4798,Cliente_4798,Zaragoza,Premium
1239,10149,A,1,231.35,2023-06-14,Oeste,Online,77.85,231.35,153.5,,,,
1240,8896,A,11,29.47,2023-10-30,Este,Tienda,20.13,324.16999999999996,102.74,8896,Cliente_8896,Madrid,Premium
1241,5300,A,11,139.83,2023-04-18,Oeste,Mayorista,82.52,1538.13,630.4100000000002,5300,Cliente_5300,Valencia,BÃ¡sico
1242,9956,B,5,445.57,2023-12-19,Norte,Mayorista,134.13,2227.85,1557.2,9956,Cliente_9956,Sevilla,BÃ¡sico
1245,1823,C,10,219.52,2023-04-21,Oeste,Tienda,73.43,2195.2000000000003,1460.9,1823,Cliente_1823,Zaragoza,Premium
1246,7707,B,6,384.73,2023-10-08,Norte,Online,170.07,2308.38,1287.96,7707,Cliente_7707,Valencia,Premium
1247,8804,C,2,103.89,2023-05-17,Centro,Tienda,37.65,207.78,132.48000000000002,8804,Cliente_8804,Valencia,BÃ¡sico
1248,1157,A,10,328.89,2023-06-09,Centro,Tienda,111.76,3288.8999999999996,2171.3,1157,Cliente_1157,Barcelona,BÃ¡sico
1249,4822,E,13,449.27,2023-09-13,Sur,Distribuidor,223.49,5840.51,2935.1399999999994,4822,Cliente_4822,Valencia,BÃ¡sico
1250,7836,C,3,12.17,2023-04-17,Centro,Mayorista,7.86,36.51,12.93,7836,Cliente_7836,Bilbao,Premium
1251,5940,E,18,166.25,2023-07-23,Oeste,Online,94.04,2992.5,1299.78,5940,Cliente_5940,Madrid,Premium
1252,2488,B,2,63.03,2023-06-08,Sur,Mayorista,28.52,126.06,69.02000000000001,2488,Cliente_2488,Sevilla,Premium
1253,6361,A,19,68.43,2023-04-14,Oeste,Online,26.74,1300.17,792.1100000000002,6361,Cliente_6361,Madrid,BÃ¡sico
1255,6867,A,4,365.28,2023-06-25,Centro,Mayorista,150.7,1461.12,858.3199999999999,6867,Cliente_6867,Bilbao,BÃ¡sico
1256,7402,B,19,189.28,2023-08-06,Norte,Tienda,95.83,3596.32,1775.55,7402,Cliente_7402,Sevilla,Premium
1257,3311,C,6,425.91,2023-05-01,Sur,Online,282.55,2555.46,860.1600000000001,3311,Cliente_3311,Zaragoza,Premium
1258,4511,C,14,36.19,2023-02-26,Centro,Tienda,17.35,506.65999999999997,263.75999999999993,4511,Cliente_4511,Valencia,BÃ¡sico
1259,5732,B,17,196.33,2023-06-22,Este,Mayorista,77.65,3337.61,2017.5600000000002,5732,Cliente_5732,Sevilla,Premium
1260,6977,A,12,281.5,2023-03-14,Sur,Mayorista,139.23,3378.0,1707.2400000000002,6977,Cliente_6977,Valencia,Premium
1262,4099,C,16,478.08,2023-07-17,Sur,Distribuidor,227.94,7649.28,4002.24,4099,Cliente_4099,Sevilla,BÃ¡sico
1264,3347,C,14,274.69,2023-06-07,Oeste,Tienda,91.14,3845.66,2569.7000000000003,3347,Cliente_3347,Zaragoza,Standard
1266,7290,B,16,492.89,2023-09-30,Centro,Tienda,322.21,7886.24,2730.88,7290,Cliente_7290,Valencia,Premium
1267,6029,A,12,372.86,2023-05-31,Norte,Online,181.16,4474.32,2300.4,6029,Cliente_6029,Sevilla,BÃ¡sico
1269,8561,E,5,487.94,2023-10-29,Sur,Mayorista,201.81,2439.7,1430.65,8561,Cliente_8561,Barcelona,BÃ¡sico
1270,2142,A,10,119.74,2023-07-27,Centro,Mayorista,64.27,1197.3999999999999,554.7,2142,Cliente_2142,Valencia,Standard
1271,9676,D,19,400.72,2023-01-14,Oeste,Online,151.69,7613.68,4731.570000000001,9676,Cliente_9676,Madrid,Premium
1272,2419,E,3,118.91,2023-03-12,Centro,Mayorista,68.89,356.73,150.06,2419,Cliente_2419,Zaragoza,Premium
1273,8230,C,15,345.28,2023-07-01,Este,Mayorista,197.48,5179.2,2216.9999999999995,8230,Cliente_8230,Valencia,Standard
1274,244,E,3,430.67,2023-07-30,Centro,Distribuidor,160.72,1292.01,809.8500000000001,244,Cliente_244,Zaragoza,Standard
1275,9789,E,9,414.01,2023-02-28,Sur,Distribuidor,285.01,3726.09,1161.0,9789,Cliente_9789,Bilbao,Standard
1276,4664,D,4,262.25,2023-09-11,Norte,Mayorista,178.51,1049.0,334.96000000000004,4664,Cliente_4664,MÃ¡laga,Standard
1277,1994,C,18,313.74,2023-02-26,Sur,Distribuidor,179.36,5647.32,2418.84,1994,Cliente_1994,Valencia,Premium
1278,7713,A,3,84.59,2023-10-05,Centro,Mayorista,26.84,253.77,173.25,7713,Cliente_7713,Valencia,BÃ¡sico
1279,1905,A,14,399.69,2023-10-12,Sur,Online,214.48,5595.66,2592.94,1905,Cliente_1905,Sevilla,Standard
1280,6177,B,20,59.58,2023-06-30,Centro,Online,30.17,1191.6,588.1999999999999,6177,Cliente_6177,Barcelona,BÃ¡sico
1281,4299,D,5,457.99,2023-03-02,Centro,Tienda,197.11,2289.95,1304.4,4299,Cliente_4299,Bilbao,Premium
1282,1500,E,17,488.3,2023-10-17,Este,Tienda,270.71,8301.1,3699.0300000000007,1500,Cliente_1500,Zaragoza,BÃ¡sico
1283,7822,C,20,451.81,2023-08-16,Este,Distribuidor,269.94,9036.2,3637.4,7822,Cliente_7822,Sevilla,Premium
1285,2688,A,14,100.46,2023-12-02,Sur,Mayorista,61.73,1406.4399999999998,542.2199999999999,2688,Cliente_2688,Bilbao,Premium
1286,3035,A,4,59.93,2023-04-23,Este,Tienda,41.31,239.72,74.47999999999999,3035,Cliente_3035,MÃ¡laga,BÃ¡sico
1287,10111,E,14,316.67,2023-12-05,Este,Tienda,203.61,4433.38,1582.8400000000001,,,,
1288,7087,C,8,318.83,2023-03-18,Este,Tienda,160.23,2550.64,1268.8,7087,Cliente_7087,Valencia,Premium
1289,7634,E,11,91.01,2023-02-02,Centro,Mayorista,40.34,1001.11,557.37,7634,Cliente_7634,Bilbao,Standard
1290,2778,D,19,302.13,2023-09-05,Norte,Online,161.37,5740.47,2674.4399999999996,2778,Cliente_2778,Barcelona,Standard
1291,9034,C,17,145.32,2023-06-10,Este,Online,45.81,2470.44,1691.6699999999998,9034,Cliente_9034,Barcelona,Premium
1292,4824,D,16,365.71,2023-04-02,Centro,Tienda,183.44,5851.36,2916.3199999999997,4824,Cliente_4824,Sevilla,Premium
1293,9228,B,7,204.06,2023-11-30,Este,Online,130.1,1428.42,517.72,9228,Cliente_9228,Barcelona,Premium
1294,7020,B,4,374.45,2023-01-27,Norte,Tienda,203.46,1497.8,683.9599999999999,7020,Cliente_7020,Zaragoza,Standard
1295,5798,D,11,483.34,2023-08-09,Sur,Online,217.35,5316.74,2925.8900000000003,5798,Cliente_5798,Sevilla,BÃ¡sico
1296,1957,B,13,199.53,2023-02-06,Este,Distribuidor,126.73,2593.89,946.4,1957,Cliente_1957,MÃ¡laga,BÃ¡sico
1297,4423,B,12,398.97,2023-09-12,Este,Distribuidor,222.3,4787.64,2120.04,4423,Cliente_4423,Bilbao,Premium
1298,3484,E,7,209.84,2023-08-07,Norte,Online,105.87,1468.88,727.79,3484,Cliente_3484,MÃ¡laga,Premium
1299,1910,E,10,342.01,2023-05-13,Norte,Mayorista,207.25,3420.1,1347.6,1910,Cliente_1910,MÃ¡laga,Standard
1300,8707,C,13,315.27,2023-10-07,Este,Online,159.43,4098.51,2025.9199999999996,8707,Cliente_8707,MÃ¡laga,Standard
1301,7686,D,3,198.18,2023-03-22,Oeste,Mayorista,64.05,594.54,402.39,7686,Cliente_7686,Zaragoza,Standard
1303,3861,A,15,189.64,2023-10-29,Centro,Mayorista,109.43,2844.6,1203.1499999999996,3861,Cliente_3861,Bilbao,Standard
1305,4226,A,15,29.93,2023-11-24,Sur,Mayorista,12.43,448.95,262.5,4226,Cliente_4226,Valencia,Standard
1306,6849,C,10,57.66,2023-11-17,Este,Online,23.3,576.5999999999999,343.6,6849,Cliente_6849,Madrid,BÃ¡sico
1307,494,E,14,396.59,2023-12-14,Sur,Tienda,206.62,5552.259999999999,2659.5799999999995,494,Cliente_494,Barcelona,Premium
1309,7105,A,10,320.63,2023-06-30,Sur,Online,221.87,3206.3,987.5999999999999,7105,Cliente_7105,MÃ¡laga,BÃ¡sico
1310,3361,E,1,135.13,2023-10-17,Oeste,Tienda,90.99,135.13,44.14,3361,Cliente_3361,MÃ¡laga,BÃ¡sico
1312,9187,A,12,438.17,2023-08-08,Norte,Mayorista,141.95,5258.04,3554.6400000000003,9187,Cliente_9187,Barcelona,Standard
1313,6878,A,11,148.43,2023-02-15,Centro,Online,87.87,1632.73,666.1600000000001,6878,Cliente_6878,Sevilla,Premium
1315,3312,B,18,456.56,2023-06-14,Sur,Tienda,271.87,8218.08,3324.42,3312,Cliente_3312,Valencia,Standard
1316,4765,C,11,219.46,2023-03-22,Sur,Mayorista,72.88,2414.06,1612.38,4765,Cliente_4765,MÃ¡laga,BÃ¡sico
1317,4066,C,2,466.12,2023-10-10,Norte,Online,242.23,932.24,447.78000000000003,4066,Cliente_4066,Madrid,BÃ¡sico
1318,2184,C,12,437.18,2023-10-04,Sur,Mayorista,161.67,5246.16,3306.12,2184,Cliente_2184,MÃ¡laga,BÃ¡sico
1319,3930,E,20,270.71,2023-07-29,Centro,Mayorista,158.73,5414.2,2239.6,3930,Cliente_3930,Madrid,Standard
1320,6706,C,19,484.79,2023-06-16,Oeste,Mayorista,331.75,9211.01,2907.76,6706,Cliente_6706,Madrid,Standard
1321,3527,C,19,439.69,2023-09-09,Centro,Distribuidor,150.15,8354.11,5501.259999999999,3527,Cliente_3527,MÃ¡laga,Premium
1322,10357,C,8,125.84,2023-11-28,Centro,Mayorista,38.0,1006.72,702.72,,,,
1323,9061,E,14,157.92,2023-05-15,Este,Tienda,58.03,2210.8799999999997,1398.4599999999998,9061,Cliente_9061,Barcelona,Standard
1324,3832,A,15,33.88,2023-06-08,Oeste,Mayorista,10.59,508.20000000000005,349.35,3832,Cliente_3832,Madrid,BÃ¡sico
1326,1104,E,2,20.63,2023-12-31,Centro,Tienda,12.43,41.26,16.4,1104,Cliente_1104,MÃ¡laga,Standard
1327,7746,A,3,266.38,2023-01-23,Este,Distribuidor,149.67,799.14,350.13,7746,Cliente_7746,Barcelona,Premium
1328,4386,C,8,142.19,2023-06-11,Sur,Online,69.38,1137.52,582.48,4386,Cliente_4386,Sevilla,BÃ¡sico
1329,1465,E,2,486.75,2023-12-15,Este,Tienda,162.87,973.5,647.76,1465,Cliente_1465,Madrid,Premium
1330,9311,D,4,139.9,2023-07-01,Centro,Online,61.08,559.6,315.28000000000003,9311,Cliente_9311,Barcelona,Standard
1331,1451,B,13,153.52,2023-12-15,Norte,Tienda,107.45,1995.7600000000002,598.9100000000001,1451,Cliente_1451,Zaragoza,BÃ¡sico
1332,8883,D,20,375.6,2023-11-25,Oeste,Mayorista,128.73,7512.0,4937.400000000001,8883,Cliente_8883,Sevilla,Premium
1333,3932,B,14,231.64,2023-03-23,Sur,Mayorista,157.65,3242.96,1035.8599999999997,3932,Cliente_3932,Sevilla,BÃ¡sico
1335,1178,B,15,362.51,2023-03-15,Oeste,Distribuidor,245.35,5437.65,1757.3999999999999,1178,Cliente_1178,MÃ¡laga,Standard
1336,1182,A,19,297.48,2023-05-02,Oeste,Distribuidor,99.76,5652.120000000001,3756.6800000000003,1182,Cliente_1182,MÃ¡laga,Standard
1338,3415,C,17,168.45,2023-02-28,Este,Tienda,89.25,2863.6499999999996,1346.3999999999999,3415,Cliente_3415,Bilbao,Standard
1339,645,C,15,333.84,2023-08-09,Oeste,Online,161.33,5007.599999999999,2587.6499999999996,645,Cliente_645,Valencia,BÃ¡sico
1340,10204,E,16,407.2,2023-02-11,Norte,Online,273.94,6515.2,2132.16,,,,
1341,770,C,1,222.42,2023-12-08,Centro,Mayorista,114.36,222.42,108.05999999999999,770,Cliente_770,Sevilla,Premium
1342,10381,A,14,345.01,2023-05-09,Sur,Mayorista,163.95,4830.139999999999,2534.84,,,,
1345,8118,E,6,420.38,2023-01-15,Este,Distribuidor,152.32,2522.2799999999997,1608.3600000000001,8118,Cliente_8118,Sevilla,BÃ¡sico
1346,6604,B,13,426.93,2023-11-05,Oeste,Distribuidor,259.29,5550.09,2179.3199999999997,6604,Cliente_6604,Barcelona,BÃ¡sico
1347,2971,B,8,241.4,2023-09-26,Centro,Tienda,98.06,1931.2,1146.72,2971,Cliente_2971,Sevilla,Premium
1348,6505,C,9,273.37,2023-07-21,Norte,Distribuidor,139.65,2460.33,1203.48,6505,Cliente_6505,MÃ¡laga,Standard
1349,5437,E,19,469.02,2023-05-03,Sur,Tienda,266.64,8911.38,3845.22,5437,Cliente_5437,MÃ¡laga,Standard
1350,3760,C,1,98.36,2023-06-02,Sur,Tienda,42.31,98.36,56.05,3760,Cliente_3760,Sevilla,BÃ¡sico
1351,3445,C,17,153.33,2023-08-02,Este,Mayorista,63.37,2606.61,1529.3200000000002,3445,Cliente_3445,Valencia,BÃ¡sico
1353,6960,C,12,363.76,2023-02-18,Oeste,Tienda,141.25,4365.12,2670.12,6960,Cliente_6960,MÃ¡laga,BÃ¡sico
1354,7220,D,8,295.17,2023-05-17,Sur,Tienda,195.96,2361.36,793.6800000000001,7220,Cliente_7220,Zaragoza,Premium
1355,6975,A,12,402.77,2023-07-11,Centro,Tienda,207.08,4833.24,2348.2799999999997,6975,Cliente_6975,Madrid,BÃ¡sico
1357,8306,B,14,253.52,2023-05-22,Sur,Tienda,99.88,3549.28,2150.96,8306,Cliente_8306,Zaragoza,BÃ¡sico
1358,9200,D,14,470.53,2023-03-16,Sur,Distribuidor,220.9,6587.42,3494.8199999999997,9200,Cliente_9200,Bilbao,BÃ¡sico
1359,6415,C,7,465.7,2023-11-14,Este,Distribuidor,156.35,3259.9,2165.4500000000003,6415,Cliente_6415,MÃ¡laga,Premium
1360,5321,E,1,358.7,2023-07-10,Centro,Mayorista,190.16,358.7,168.54,5321,Cliente_5321,Bilbao,Premium
1361,4772,A,11,346.44,2023-08-12,Oeste,Online,123.75,3810.84,2449.59,4772,Cliente_4772,MÃ¡laga,Premium
1362,1068,B,10,361.15,2023-07-27,Norte,Distribuidor,168.87,3611.5,1922.7999999999997,1068,Cliente_1068,Madrid,Standard
1363,986,E,13,334.62,2023-05-04,Oeste,Online,233.99,4350.06,1308.19,986,Cliente_986,Zaragoza,Premium
1364,7161,C,20,131.36,2023-05-13,Oeste,Tienda,46.45,2627.2000000000003,1698.2000000000003,7161,Cliente_7161,Zaragoza,Standard
1365,5344,D,18,279.2,2023-04-17,Este,Tienda,177.92,5025.599999999999,1823.04,5344,Cliente_5344,Sevilla,BÃ¡sico
1366,4976,D,7,341.73,2023-03-15,Este,Distribuidor,193.86,2392.11,1035.0900000000001,4976,Cliente_4976,Barcelona,Standard
1367,4027,E,20,476.57,2023-12-13,Sur,Tienda,293.2,9531.4,3667.4,4027,Cliente_4027,Bilbao,Standard
1368,1316,D,15,468.13,2023-03-26,Este,Tienda,220.68,7021.95,3711.75,1316,Cliente_1316,Valencia,BÃ¡sico
1369,1514,A,2,18.72,2023-08-11,Norte,Mayorista,12.03,37.44,13.379999999999999,1514,Cliente_1514,Valencia,Premium
1371,6307,C,9,387.92,2023-01-09,Norte,Tienda,203.13,3491.28,1663.1100000000001,6307,Cliente_6307,Zaragoza,BÃ¡sico
1373,1075,A,12,146.03,2023-09-27,Centro,Tienda,47.51,1752.3600000000001,1182.2400000000002,1075,Cliente_1075,Madrid,Standard
1374,2621,E,2,38.05,2023-05-03,Sur,Distribuidor,12.1,76.1,51.89999999999999,2621,Cliente_2621,Valencia,Standard
1375,6330,B,7,24.26,2023-09-16,Centro,Distribuidor,16.64,169.82000000000002,53.34,6330,Cliente_6330,Sevilla,BÃ¡sico
1377,10329,A,20,458.77,2023-01-12,Centro,Mayorista,143.41,9175.4,6307.200000000001,,,,
1378,2071,E,10,484.38,2023-05-20,Norte,Online,196.11,4843.8,2882.7,2071,Cliente_2071,Sevilla,Premium
1379,4898,B,6,348.6,2023-01-12,Centro,Mayorista,154.92,2091.6000000000004,1162.0800000000002,4898,Cliente_4898,Valencia,BÃ¡sico
1380,2215,C,10,412.3,2023-11-15,Este,Online,179.95,4123.0,2323.5,2215,Cliente_2215,Barcelona,BÃ¡sico
1383,10300,A,3,450.99,2023-03-05,Sur,Distribuidor,172.57,1352.97,835.26,,,,
1384,6889,A,19,237.34,2023-09-19,Sur,Tienda,141.58,4509.46,1819.4399999999998,6889,Cliente_6889,Madrid,Premium
1385,6070,B,5,364.41,2023-02-09,Norte,Tienda,194.71,1822.0500000000002,848.5000000000001,6070,Cliente_6070,Bilbao,Premium
1386,9379,E,1,276.89,2023-09-04,Centro,Online,105.95,276.89,170.94,9379,Cliente_9379,Barcelona,Premium
1387,9849,B,2,328.03,2023-09-22,Centro,Tienda,178.1,656.06,299.85999999999996,9849,Cliente_9849,Zaragoza,Standard
1389,8298,A,17,319.74,2023-05-17,Sur,Online,213.95,5435.58,1798.4300000000003,8298,Cliente_8298,Bilbao,BÃ¡sico
1390,8509,B,17,213.72,2023-07-09,Centro,Tienda,110.51,3633.24,1754.57,8509,Cliente_8509,Zaragoza,BÃ¡sico
1391,7405,D,18,245.56,2023-09-14,Norte,Distribuidor,122.28,4420.08,2219.04,7405,Cliente_7405,Valencia,Premium
1392,844,D,9,93.3,2023-05-14,Este,Online,52.48,839.6999999999999,367.38,844,Cliente_844,Zaragoza,Premium
1393,9419,D,20,267.17,2023-05-20,Centro,Mayorista,157.69,5343.400000000001,2189.6000000000004,9419,Cliente_9419,Barcelona,BÃ¡sico
1394,9565,A,15,96.95,2023-03-16,Centro,Tienda,64.27,1454.25,490.2000000000001,9565,Cliente_9565,MÃ¡laga,Premium
1395,4189,C,4,491.93,2023-10-11,Centro,Tienda,238.81,1967.72,1012.48,4189,Cliente_4189,Valencia,Premium
1396,8862,D,6,290.4,2023-04-08,Centro,Tienda,159.47,1742.3999999999999,785.5799999999999,8862,Cliente_8862,MÃ¡laga,Standard
1397,5851,D,12,383.49,2023-12-13,Centro,Tienda,234.73,4601.88,1785.1200000000003,5851,Cliente_5851,Barcelona,BÃ¡sico
1398,4443,C,8,271.69,2023-05-22,Este,Online,143.09,2173.52,1028.8,4443,Cliente_4443,MÃ¡laga,Standard
1399,3085,D,5,327.7,2023-04-08,Sur,Mayorista,156.63,1638.5,855.3499999999999,3085,Cliente_3085,Zaragoza,Standard
1400,8304,D,2,336.42,2023-07-03,Centro,Distribuidor,112.62,672.84,447.6,8304,Cliente_8304,Valencia,Premium
1401,4774,D,13,156.42,2023-07-11,Centro,Mayorista,50.6,2033.4599999999998,1375.6599999999999,4774,Cliente_4774,Zaragoza,BÃ¡sico
1402,9939,D,11,401.43,2023-03-04,Norte,Distribuidor,139.11,4415.7300000000005,2885.52,9939,Cliente_9939,Sevilla,BÃ¡sico
1403,4208,B,5,435.07,2023-12-04,Sur,Mayorista,289.76,2175.35,726.55,4208,Cliente_4208,Barcelona,Premium
1404,6846,E,11,10.69,2023-06-21,Este,Online,6.46,117.58999999999999,46.529999999999994,6846,Cliente_6846,Barcelona,Standard
1405,5935,C,9,16.33,2023-04-20,Oeste,Tienda,6.67,146.96999999999997,86.93999999999998,5935,Cliente_5935,Bilbao,Standard
1406,8424,E,9,406.83,2023-12-03,Oeste,Tienda,202.72,3661.47,1836.9899999999998,8424,Cliente_8424,MÃ¡laga,Premium
1407,5295,D,10,222.62,2023-07-26,Centro,Online,85.81,2226.2,1368.1,5295,Cliente_5295,Bilbao,Premium
1409,775,E,11,114.27,2023-12-25,Norte,Distribuidor,53.65,1256.97,666.8199999999999,775,Cliente_775,MÃ¡laga,BÃ¡sico
1410,4109,A,9,111.44,2023-10-18,Oeste,Tienda,48.46,1002.96,566.8199999999999,4109,Cliente_4109,MÃ¡laga,Standard
1411,487,B,6,59.55,2023-04-10,Este,Online,41.25,357.29999999999995,109.79999999999998,487,Cliente_487,Barcelona,Premium
1412,7700,C,15,363.95,2023-11-15,Oeste,Online,251.78,5459.25,1682.5499999999997,7700,Cliente_7700,Barcelona,Standard
1414,797,C,16,65.56,2023-03-19,Oeste,Online,25.12,1048.96,647.04,797,Cliente_797,Bilbao,Premium
1415,1373,C,16,27.76,2023-08-29,Oeste,Mayorista,19.06,444.16,139.20000000000005,1373,Cliente_1373,Madrid,Standard
1417,8368,D,5,90.63,2023-04-27,Este,Tienda,45.65,453.15,224.89999999999998,8368,Cliente_8368,Bilbao,BÃ¡sico
1419,8243,D,4,345.89,2023-02-10,Este,Tienda,207.54,1383.56,553.4,8243,Cliente_8243,Sevilla,Premium
1420,9666,E,5,138.96,2023-10-14,Sur,Distribuidor,53.86,694.8000000000001,425.50000000000006,9666,Cliente_9666,Madrid,BÃ¡sico
1421,3440,D,8,398.72,2023-04-30,Este,Distribuidor,204.46,3189.76,1554.0800000000002,3440,Cliente_3440,MÃ¡laga,Premium
1422,8662,B,17,203.94,2023-06-12,Este,Distribuidor,129.53,3466.98,1264.97,8662,Cliente_8662,MÃ¡laga,BÃ¡sico
1423,4679,C,3,169.78,2023-12-21,Oeste,Online,114.78,509.34000000000003,165.0,4679,Cliente_4679,MÃ¡laga,Premium
1424,7460,A,6,299.75,2023-12-19,Centro,Tienda,105.28,1798.5,1166.82,7460,Cliente_7460,MÃ¡laga,Premium
1425,3116,A,16,214.86,2023-12-17,Sur,Tienda,87.69,3437.76,2034.7200000000003,3116,Cliente_3116,Madrid,Standard
1426,2617,B,14,416.22,2023-10-29,Centro,Distribuidor,241.65,5827.08,2443.9800000000005,2617,Cliente_2617,Valencia,Standard
1427,332,C,3,139.19,2023-12-25,Este,Distribuidor,63.74,417.57,226.34999999999997,332,Cliente_332,MÃ¡laga,Standard
1431,1132,D,12,341.05,2023-12-04,Oeste,Distribuidor,214.54,4092.6000000000004,1518.1200000000003,1132,Cliente_1132,MÃ¡laga,Standard
1432,9277,E,15,371.63,2023-12-11,Sur,Distribuidor,116.25,5574.45,3830.7,9277,Cliente_9277,Bilbao,BÃ¡sico
1436,8309,E,2,372.91,2023-06-21,Sur,Distribuidor,170.83,745.82,404.16,8309,Cliente_8309,Sevilla,Premium
1437,4685,D,10,438.04,2023-12-20,Sur,Online,244.32,4380.400000000001,1937.2000000000003,4685,Cliente_4685,MÃ¡laga,Standard
1438,5390,D,9,16.12,2023-08-27,Centro,Mayorista,8.42,145.08,69.30000000000001,5390,Cliente_5390,MÃ¡laga,Standard
1439,189,E,11,377.25,2023-06-19,Este,Distribuidor,114.29,4149.75,2892.56,189,Cliente_189,Bilbao,BÃ¡sico
1440,2091,B,18,268.92,2023-04-25,Este,Online,173.79,4840.56,1712.3400000000004,2091,Cliente_2091,Sevilla,Premium
1441,1542,C,5,484.49,2023-04-09,Centro,Tienda,193.0,2422.45,1457.45,1542,Cliente_1542,MÃ¡laga,BÃ¡sico
1442,7558,C,5,433.68,2023-11-08,Sur,Mayorista,265.84,2168.4,839.2000000000002,7558,Cliente_7558,Sevilla,BÃ¡sico
1443,9368,C,13,204.5,2023-09-09,Sur,Mayorista,99.42,2658.5,1366.04,9368,Cliente_9368,Madrid,Premium
1444,1788,A,4,92.02,2023-09-06,Sur,Tienda,39.3,368.08,210.88,1788,Cliente_1788,Zaragoza,BÃ¡sico
1445,9345,A,20,341.4,2023-06-18,Oeste,Tienda,127.53,6828.0,4277.4,9345,Cliente_9345,Zaragoza,Premium
1446,4409,B,1,250.53,2023-03-28,Norte,Online,148.22,250.53,102.31,4409,Cliente_4409,Zaragoza,Standard
1448,4551,E,4,492.84,2023-04-29,Centro,Mayorista,155.6,1971.36,1348.96,4551,Cliente_4551,Zaragoza,BÃ¡sico
1449,10278,A,5,295.43,2023-01-20,Centro,Online,183.32,1477.15,560.5500000000001,,,,
1450,4912,A,18,137.35,2023-04-23,Norte,Distribuidor,41.21,2472.2999999999997,1730.5199999999998,4912,Cliente_4912,Barcelona,Premium
1451,6079,A,15,162.29,2023-05-24,Norte,Online,48.8,2434.35,1702.35,6079,Cliente_6079,MÃ¡laga,Premium
1452,6261,C,3,140.7,2023-02-25,Norte,Online,58.39,422.09999999999997,246.92999999999995,6261,Cliente_6261,Valencia,Standard
1453,3676,E,5,336.99,2023-07-10,Norte,Tienda,134.08,1684.95,1014.55,3676,Cliente_3676,Zaragoza,Standard
1454,3190,A,5,439.64,2023-04-22,Centro,Online,226.9,2198.2,1063.6999999999998,3190,Cliente_3190,Barcelona,BÃ¡sico
1455,8312,B,9,447.54,2023-09-11,Sur,Mayorista,158.88,4027.86,2597.94,8312,Cliente_8312,Zaragoza,BÃ¡sico
1456,4404,A,19,391.87,2023-07-20,Norte,Tienda,130.79,7445.53,4960.52,4404,Cliente_4404,Barcelona,Standard
1457,9515,A,4,173.03,2023-01-01,Este,Distribuidor,72.48,692.12,402.2,9515,Cliente_9515,Barcelona,Premium
1458,2935,A,17,407.47,2023-05-31,Sur,Mayorista,238.24,6926.990000000001,2876.9100000000003,2935,Cliente_2935,Zaragoza,Premium
1459,10143,E,3,325.59,2023-10-20,Oeste,Tienda,129.14,976.77,589.3499999999999,,,,
1460,1739,A,20,299.32,2023-02-25,Este,Mayorista,114.82,5986.4,3690.0,1739,Cliente_1739,Bilbao,Premium
1461,1868,A,14,407.86,2023-02-10,Este,Tienda,122.56,5710.04,3994.2000000000003,1868,Cliente_1868,Valencia,Standard
1462,4943,E,17,338.76,2023-03-12,Norte,Distribuidor,148.77,5758.92,3229.8299999999995,4943,Cliente_4943,Bilbao,BÃ¡sico
1464,3121,B,11,219.53,2023-11-28,Centro,Online,77.35,2414.83,1563.98,3121,Cliente_3121,MÃ¡laga,BÃ¡sico
1466,7608,D,3,311.33,2023-08-16,Norte,Online,193.98,933.99,352.04999999999995,7608,Cliente_7608,Barcelona,Premium
